Key,Value,Original
12845024,Холд Йеомкрофта,Yeomcroft's Hold
12863745,Руины Лачуги Старой Цилп-е,Ruins of Old Cilp-e's Hovel
12863843,Холл Рлурк,Rlurk Hall
12864558,Аппаллареа,Appallarea
12873513,Холл Дхугтам,Dhughtam Hall
12882474,Бубохабия,Bubohabia
12902701,Холл Рурт,Rurt Hall
12907620,Конвергенция Каормья,The Caormja Convergence
12930287,Жалониа,Jalonia
12949440,Холл Клурхтт,Klurhtt Hall
12975535,Лачуга Старый Луктта,The Old Luctta Shack
12985207,Антелелииса,Anteleliisa
12993164,Старая Лачуга Раелдке,The Old Raeldke Shack
13007388,Дамоа-Хасси,Damoa-Hassi
13009553,Кладбище Рхитх,The Rhith Cemetery
13010764,"Таверна ""Летающий Гоблин""",The Flying Goblin Inn
13013144,Бесконечный Искупитель Зенитара,Infinite Redeemer of Zenithar
13027557,Руины Особняка Бэрп,Ruins of Bairp Manor
13037326,Подземелье Маархт,The Maarht Vaults
13041110,Руины Сада Мхогтон,Ruins of Mhoghton Orchard
13632871,Руины Жилища Старой Элизанны,Ruins of Old Elyzanna's Place
13634206,Лачуга Старой Эливиры,Old Elyvyra's Shack
13635091,Лачуга Старой Гвинаусы,Old Gwynausa's Shack
13636727,Особняк Йеоминг,Yeoming Manor
13649009,Кладбище Эшкрофт,The Ashcroft Graveyard
13674900,Фруктовый Сад Гринфилд,Greenfield Orchard
13675109,Усадьба Вудфорд,The Woodford Farmstead
13677946,Плантация Хартсли,The Hearthsly Plantation
13686147,Гролхот,Grolhoth
13687768,Руины Двора Вудкрофт,Ruins of Woodcroft Court
13690604,Община Чаркрофт,Charcroft Commons
13703658,Особняк Копперкрофт,Coppercroft Manor
13724108,Кладбище Копперсмит,The Coppersmith Cemetery
13731196,"Таверна ""Гном и Варвар""",The Dwarf and Barbarian Tavern
13738558,Арквелл,Arkwell
13738833,Таммаркет,Tammarket
13752858,Безмолвная Звезда Мары,Silent Star of Mara
13765736,Святилище Джим Сей,Jhim Sei Shrine
13776369,Мидпат Хилл,Midpath Hill
13781339,Старое Жилище Йеомхам,The Old Yeomham Place
13801128,Фруктовый Сад Кингсли,Kingsly Orchard
13817358,Холл Йеомстон,Yeomston Hall
13841456,Дирхоп,Deerhope
13893611,Усадьба Мурфилд,The Moorfield Farmstead
13912332,Лачуга Старой Чурдки,Old Churdki's Shack
13912431,Бербибуэт,Berbibujet
13913144,Монастырь Баалиблеусуллы,The Monastery of Baalibleusulla
13922119,Шабаш Флюрт-си,The Flurt-si Coven
13931053,"Хостел ""Счастливый Священник""",The Lucky Priest Hostel
13951303,Усадьба В'арг,The V'arg Farmstead
13956227,Замок Гриртин,Castle Grirtin
13978869,Двор Лайк,Lajke Court
13998034,Лачуга Старой Д'уртга,Old D'urtga's Shack
14025104,Бубырыдата,Bubyrydata
14033785,Особняк Крелдам,Kreldam Manor
14042717,Руины Холла Таш,Ruins of Thash Hall
14056907,Могильник Саурдер,The Saurder Burial Ground
14058141,"Сторожка ""Белый Барсук""",The White Badger Lodge
14059383,Умбиладису,Umbiladisu
14062727,"Хостел ""Бобр и Штурвал""",The Beaver and Helm Hostel
14076159,Жилище Старого Вурхта,Old Vurchtha's Place
14085909,Монумент Дивад,Divad Monument
14090677,Страшная Реликвия Джулианоса,Fearful Relic of Julianos
14681465,"Паб ""Мертвая Косуля""",The Dead Fawn Pub
14682790,Лачуга Старой Йсоны,Old Ysona's Shack
14684518,Лаборатория Теодастыр,Theodastyr Laboratory
14685310,Плачущий Идол Мары,Weeping Idol of Mara
14697587,Двор Кингвинг,Kingwing Court
14723693,Могильник Викслей,The Wicksley Burial Ground
14724414,Усадьба Кингфорд,The Kingford Farmstead
14726540,Усадьба Хартвинг,The Hearthwing Farmstead
14734731,"Сторожка ""Крыса и Олень""",The Rat and Stag Lodge
14736352,Амбар Хокхарт,Hawkhart Grange
14740182,Окспас Энд,Oxpath End
14752250,Блэккасл,Blackcastle
14772693,Крипта Веримуса,The Crypt of Verimus
14779787,Усадьба Букингфилд,The Buckingfield Farmstead
14787162,"Паб ""Перо и Штурвал""",The Feather and Helm Pub
14788383,Киркбруг,Kirkbrugh
14801441,Стенающее Дерево Мары,Wailing Tree of Mara
14814319,Аркбридж,Arkbridge
14825935,Руины Лачуги Старой Эвелольды,Ruins of Old Evelolda's Hovel
14832862,Дворец Мурсли,Moorsly Palace
14850712,Руины Старой Лачуги Гринтон,Ruins of The Old Greenton Shack
14865938,Подземелье Копперфильд,The Copperfield Vaults
14890034,Усадьба Виксмит,The Wicksmith Farmstead
14943183,Вайтфорт,Whitefort
14961012,Апписсиза,Appissiza
14961722,Сиротубу,Syrotubu
14961880,Могильник Туртке,The Turtke Burial Ground
14971661,"Паб ""Серебряная Пропасть""",The Silver Chasm Pub
14980613,Цитадель Глалдем,The Citadel of Glaldem
14999888,Башня Нхорк,The Tower of Nhorc
15007756,Двор Доркам,Dorcam Court
15027455,Линиса,Linisa
15047526,Цитадель Гларген,The Citadel of Glargen
15074640,"Хостел ""Летучая Мышь и Птица""",The Bat and Bird Hostel
15083343,Элиссиниа,Elissinia
15091299,Плантация Сталд,The Stald Plantation
15105518,Святое Возрождение Мары,Holy Rebirth of Mara
15107972,Стенающий Восход Мары,Wailing Sunrise of Mara
15108718,Гнездо Азардреда,Azardred's Nest
15112282,Старая Лачуга Мхилп'керн,The Old Mhilp'kern Shack
15125637,Усадьба Судже,The Suje Farmstead
15134494,Башня Каурнон,The Tower of Caurnon
15140240,Руины Башни Дархтин,Ruins of Tower Darhtin
15730046,Замок Мастеринг,Castle Mastering
15731372,Лачуга Старой Юсаусы,Old Ysausa's Shack
15733122,Безмолвная Душа Стендарра,Silent Soul of Stendarr
15733892,"Таверна ""Неугомонный Дракон""",The Restless Dragon Inn
15746167,Усадьба Кингфорд,The Kingford Farmstead
15772283,Плантация Йеомсли,The Yeomsley Plantation
15772993,Апварк,Upwark
15776110,Бродвик,Broadwick
15784301,Стенающая Душа Дибеллы,Wailing Soul of Dibella
15784951,Руины Старого Жилища Эшсли,Ruins of The Old Ashsly Place
15788769,Особняк Гринслей,Greensley Manor
15801799,Сад Эшсли,Ashsly Orchard
15821281,Святилище К'Олвен,Shrine of Q'Olwen
15829331,Броадидж,Broadidge
15835744,Арккарт,Arkcart
15837947,Ипсмор,Ipsmore
15850030,Особняк Викфилд,Wickfield Manor
15863871,Особняк Кингстон,Kingston Manor
15874516,Холд Хокстон,The Hold of Hawkston
15881480,"Хостел ""Белый Егерь""",The White Huntsman Hostel
15899294,Усадьба Мурхауз,The Moorhouse Farmstead
15914523,Старая Хибара Эшслей,The Old Ashsley Hovel
15939600,Ферма Старой Лисории,Old Lysorya's Farm
15992750,Склепы Йеомхаус,The Yeomhouse Crypts
16010303,Усадьба Кургрн,The Kurgrn Farmstead
16010476,Дамохазар,Damohazar
16010512,Тюрьма Рхурпура,The Prison of Rhurpur
16021288,Шахты Клостира,The Mines of Klostir
16029226,Старая Лачуга Кразам,The Old Krazam Shack
16048472,Холл Лхегтр,Lheghtir Hall
16056348,Башня Шуктен,Shucten Tower
16077012,Усадьба Босам,The Bosam Farmstead
16096132,Руины Замка Лов'керн,Ruins of Castle Lov'kern
16124193,Бербаакния,Berbaaqnia
16132939,Особняк Берхтер,Berhter Manor
16139879,Особняк Мааркун,Maarkun Manor
16155073,Тулаогубия,Tulaogubia
16156553,Особняк Мар,Mar Manor
16158277,Кладбище Ф'армрн,The F'armrn Graveyard
16160874,Старая Лачуга Глихт,The Old Glicht Shack
16175206,Сеть Сашгу,Sashghu's Web
16184064,Кровоточащий Свет Акатоша,Bleeding Light of Akatosh
16188823,"Хостел ""Свинья и Гоблин""",The Pig and Goblin Hostel
16778649,Особняк Хартхарт,Hearthhart Manor
16779998,Кладбище Гаерслей,The Gaersley Graveyard
16781738,Лачуга Старой Ваннории,Old Vannorya's Shack
16782477,"Таверна ""Кружка Королевы""",The Queen's Mug Inn
16794750,Реликварий Сай,Reliquary of Sai
16820865,Благословенная Звезда Зенитара,Blessed Star of Zenithar
16821575,"Таверна ""Кричащий Карьер""",The Screaming Pit Tavern
16825681,Усадьба Мурвинг,The Moorwing Farmstead
16832885,Лачуга Старой Элизаусы,Old Elyzausa's Shack
16833553,Община Лонгвих,Longwych Commons
16838308,Сеть Сашуса,Sashus's Web
16850396,Фонтфорт,Fontfort
16870831,Галлоинг,Galloing
16877911,Монумент Мудреца,Sage Monument
16884345,Вайлдерволд,Wilderwold
16886544,Гримбери Дерри,Grimbury Derry
16898609,Холгейт,Holgate
16912457,Руины Особняка Гаерхарт,Ruins of Gaerhart Manor
16924073,Руины Замка Эшфилд,Ruins of Castle Ashfield
16931046,Аптейл Энд,Uptale End
16955879,Руины Амбара Мастерсли,Ruins of Mastersley Grange
16963104,Старая Лачуга Ашам,The Old Ashham Hovel
16988198,"Сторожка ""Лев и Ущелье""",The Lion and Chasm Lodge
17041339,"Сторожка ""Зеленый Сурок""",The Green Woodchuck Lodge
17058915,Сираляо,Syrallao
17059081,Усадьба Долл,The Doll Farmstead
17059102,Холл Сургам,Surgam Hall
17070814,Плантация Лхильд,The Lhild Plantation
17078755,Усадьба Дур'керн,The Dur'kern Farmstead
17097056,Башня Гхиртт,The Tower of Ghirtt
17105910,Двор Тхетхон,Thethon Court
17125612,Меситон,Mesiton
17144722,Вольер Друрадон,The Aviary of Druradon
17174726,Крипты Раджом,THe Crypts of Rhajom
17182495,Башня Чозтен,The Tower of Chozten
17188484,Гнездо Грумотгу,The Nest of Grumotghu
17203675,Старая Лачуга Д'ерном,The Old D'ernom Hovel
17206083,Лощина Асмебрул,Asmebrul Hollow
17208879,Руины Холла С'орном,Ruins of C'ornom Hall
17209457,Бубитон,Bubiton
17224899,Усадьба Феркун,The Fercun Farmstead
17234648,"Сторожка ""Свинья и Страж""",The Pig and Guard Lodge
17237401,Замок Глар,Castle Glar
17828080,Логово Дематинкса,The Lair of Dematinx
17828600,Руины Замка Коппервинг,Ruins of Castle Copperwing
17830381,Нежный Мученик Стендарра,Gentle Martyr of Stendarr
17831056,Кладбище Гринтон,The Greenton Cemetery
17843330,Святилище К'Олвен,Shrine of Q'Olwen
17870169,Дом Стадимара,The House of Stadimar
17870382,Холд Кингхэма,Kingham's Hold
17874275,Усадьба Муртон,The Moorton Farmstead
17882457,Усадьба Мурфорд,The Moorford Farmstead
17883075,Холл Хокрофт,Hawkcroft Hall
17886887,Фруктовый Сад Гринвинг,Greenwing Orchard
17899942,Руины Амбара Кингхаус,Ruins of Kinghouse Grange
17919431,Особняк Муркрофт,Moorcroft Manor
17926503,Кладбище Гринфилд,The Greenfield Cemetery
17933853,Курган Барезара,Barezar's Barrow
17935132,Усадьба Букингем,The Buckingham Farmstead
17947203,Холшир,Holshire
17961044,Старая Хибара Гринслей,The Old Greensley Hovel
17972660,Секругот,Sekrugoth
17979624,Особняк Эшстон,Ashston Manor
18008477,Руины Холда Гринвинг,Ruins of The Hold of Greenwing
18011682,Руины Особняка Кингхарт,Ruins of Kinghart Manor
18037762,Амбар Бакингкрофт,Buckingcroft Grange
18090909,Башня Йеомтон,Yeomton Tower
18107494,Питохаджер,Pythohajer
18107745,"Таверна ""Рысь и Меч""",The Lynx and Sword Tavern
18108619,Двор Гриртке,Grirtke Court
